id,department,jobtitle,salary,location_city,location_state,conditions
41-5382461,Accounting,Data Scientist,"$99,331",Flint,Michigan,Remote
40-1210649,Accounting,Data Scientist,"$53,323",Cleveland,Ohio,Headquarters
40-0603188,Accounting,Data Scientist,"$72,297",Cleveland,Ohio,Headquarters
39-8533834,Accounting,Data Scientist,"$65,628",Cleveland,Ohio,Headquarters
39-6206052,Accounting,Data Scientist,"$72,185",Cleveland,Ohio,Remote
39-5534639,Accounting,Data Scientist,"$76,157",Cleveland,Ohio,Headquarters
39-4688639,Accounting,Data Scientist,"$104,505",Madison,Wisconsin,Remote
39-2742752,Accounting,Data Scientist,"$86,996",Cleveland,Ohio,Headquarters
39-1979686,Accounting,Data Scientist,"$118,981",Cleveland,Ohio,Headquarters
39-0301568,Accounting,Data Scientist,"$95,117",Cleveland,Ohio,Headquarters
38-9509799,Accounting,Data Scientist,"$73,265",Cleveland,Ohio,Headquarters
38-7192209,Accounting,Data Scientist,"$109,548",Cleveland,Ohio,Headquarters
38-5901889,Accounting,Data Scientist,"$103,996",Cleveland,Ohio,Headquarters
38-4415608,Accounting,Data Scientist,"$92,849",Cleveland,Ohio,Headquarters
38-4082999,Accounting,Data Scientist,"$110,236",Cleveland,Ohio,Headquarters
38-3000329,Accounting,Data Scientist,"$76,484",Harrisburg,Pennsylvania,Remote
38-2388723,Accounting,Data Scientist,"$86,893",Wilkes Barre,Pennsylvania,Remote
38-0823753,Accounting,Data Scientist,"$55,468",Cleveland,Ohio,Headquarters
37-9450772,Accounting,Data Scientist,"$79,871",Detroit,Michigan,Remote
37-8300035,Accounting,Data Scientist,"$73,670",Cleveland,Ohio,Headquarters
37-6166063,Accounting,Data Scientist,"$117,293",Cleveland,Ohio,Headquarters
37-4563976,Accounting,Data Scientist,"$97,364",Cleveland,Ohio,Headquarters
37-0765444,Accounting,Data Scientist,"$72,926",Cleveland,Ohio,Headquarters
37-0327899,Accounting,Data Scientist,"$74,147",New Castle,Pennsylvania,Remote
35-9456905,Accounting,Data Scientist,"$73,563",Akron,Ohio,Remote
35-2603864,Accounting,Data Scientist,"$53,725",Cleveland,Ohio,Headquarters
35-2315048,Accounting,Data Scientist,"$104,955",Cleveland,Ohio,Headquarters
34-6405922,Accounting,Data Scientist,"$72,168",Cleveland,Ohio,Headquarters
34-6345997,Accounting,Data Scientist,"$81,511",Cleveland,Ohio,Headquarters
34-3762833,Accounting,Data Scientist,"$119,447",Cleveland,Ohio,Headquarters
33-9508189,Accounting,Data Scientist,"$96,842",Cleveland,Ohio,Headquarters
33-6702619,Accounting,Data Scientist,"$57,581",Dayton,Ohio,Remote
32-9903463,Accounting,Data Scientist,"$67,410",Cleveland,Ohio,Headquarters
32-7196887,Accounting,Data Scientist,"$106,249",Chicago,Illinois,Remote
32-1505631,Accounting,Data Scientist,"$59,622",Cleveland,Ohio,Headquarters
31-8819664,Accounting,Data Scientist,"$109,664",Cleveland,Ohio,Headquarters
31-8651111,Accounting,Data Scientist,"$77,648",Cleveland,Ohio,Headquarters
31-7627600,Accounting,Data Scientist,"$79,163",Cleveland,Ohio,Headquarters
31-7199673,Accounting,Data Scientist,"$79,275",Cleveland,Ohio,Headquarters
31-2084653,Accounting,Data Scientist,"$113,404",Cincinnati,Ohio,Remote
31-1227100,Accounting,Data Scientist,"$79,925",Cleveland,Ohio,Headquarters
30-7407957,Accounting,Data Scientist,"$104,801",Chicago,Illinois,Remote
30-4674870,Accounting,Data Scientist,"$112,501",Cleveland,Ohio,Headquarters
30-0696520,Accounting,Data Scientist,"$57,188",Cleveland,Ohio,Headquarters
29-9928739,Accounting,Data Scientist,"$77,079",Springfield,Illinois,Remote
29-8335280,Accounting,Data Scientist,"$68,212",Evanston,Illinois,Remote
29-5417703,Accounting,Data Scientist,"$90,589",Cleveland,Ohio,Headquarters
29-2583647,Accounting,Data Scientist,"$73,991",Peoria,Illinois,Remote
28-9710414,Accounting,Data Scientist,"$112,415",Cleveland,Ohio,Headquarters
28-9338672,Accounting,Data Scientist,"$75,590",Cleveland,Ohio,Headquarters
28-4359929,Accounting,Data Scientist,"$52,891",Akron,Ohio,Remote
28-3854054,Accounting,Data Scientist,"$75,538",Cleveland,Ohio,Headquarters
28-2323958,Accounting,Data Scientist,"$57,254",Evansville,Indiana,Remote
27-6322322,Accounting,Data Scientist,"$101,982",Cleveland,Ohio,Headquarters
27-4926530,Accounting,Data Scientist,"$100,027",Cleveland,Ohio,Headquarters
27-3885871,Accounting,Data Scientist,"$69,999",Cleveland,Ohio,Headquarters
27-2088255,Accounting,Data Scientist,"$87,646",Cleveland,Ohio,Headquarters
27-0887518,Accounting,Data Scientist,"$82,000",Cleveland,Ohio,Headquarters
27-0759642,Accounting,Data Scientist,"$79,697",Cleveland,Ohio,Headquarters
27-0519672,Accounting,Data Scientist,"$119,568",Cleveland,Ohio,Headquarters
26-4288719,Accounting,Data Scientist,"$53,769",Cleveland,Ohio,Headquarters
26-4181987,Accounting,Data Scientist,"$52,094",Detroit,Michigan,Remote
26-1974595,Accounting,Data Scientist,"$100,702",Philadelphia,Pennsylvania,Remote
26-0150510,Accounting,Data Scientist,"$92,701",Cleveland,Ohio,Headquarters
26-0037904,Accounting,Data Scientist,"$52,443",Cleveland,Ohio,Headquarters
25-6356640,Accounting,Data Scientist,"$73,795",Cleveland,Ohio,Headquarters
25-6291982,Accounting,Data Scientist,"$86,582",Cleveland,Ohio,Headquarters
25-4050807,Accounting,Data Scientist,"$82,633",Cleveland,Ohio,Headquarters
25-3240253,Accounting,Data Scientist,"$58,816",Philadelphia,Pennsylvania,Remote
25-1634286,Accounting,Data Scientist,"$57,056",Cleveland,Ohio,Headquarters
25-1335418,Accounting,Data Scientist,"$72,791",Cleveland,Ohio,Headquarters
25-0732776,Accounting,Data Scientist,"$67,212",South Bend,Indiana,Remote
24-8598075,Accounting,Data Scientist,"$61,918",Cleveland,Ohio,Headquarters
24-2674754,Accounting,Data Scientist,"$119,885",Cleveland,Ohio,Headquarters
23-4556345,Accounting,Data Scientist,"$96,803",Cleveland,Ohio,Headquarters
22-4289573,Accounting,Data Scientist,"$70,286",Cleveland,Ohio,Headquarters
22-2209766,Accounting,Data Scientist,"$60,522",Lexington,Kentucky,Remote
22-1870921,Accounting,Data Scientist,"$75,110",Cleveland,Ohio,Headquarters
21-9931294,Accounting,Data Scientist,"$107,270",Cleveland,Ohio,Headquarters
21-8639024,Accounting,Data Scientist,"$98,921",Detroit,Michigan,Remote
21-4706878,Accounting,Data Scientist,"$108,788",Cleveland,Ohio,Headquarters
21-1612620,Accounting,Data Scientist,"$69,489",Cleveland,Ohio,Headquarters
21-0225498,Accounting,Data Scientist,"$119,021",Cleveland,Ohio,Headquarters
20-9515785,Accounting,Data Scientist,"$61,250",Fort Wayne,Indiana,Remote
20-8040281,Accounting,Data Scientist,"$98,311",Cleveland,Ohio,Headquarters
20-7974529,Accounting,Data Scientist,"$114,274",Cleveland,Ohio,Headquarters
20-4359856,Accounting,Data Scientist,"$93,076",Cleveland,Ohio,Headquarters
20-3422866,Accounting,Data Scientist,"$64,376",Cleveland,Ohio,Headquarters
20-2300629,Accounting,Data Scientist,"$60,846",Cleveland,Ohio,Headquarters
19-3033086,Accounting,Data Scientist,"$117,013",Cleveland,Ohio,Headquarters
19-2242518,Accounting,Data Scientist,"$75,273",South Bend,Indiana,Remote
19-2030446,Accounting,Data Scientist,"$98,374",Cleveland,Ohio,Headquarters
18-6726581,Accounting,Data Scientist,"$88,225",Cleveland,Ohio,Headquarters
18-0423042,Accounting,Data Scientist,"$77,562",Cleveland,Ohio,Headquarters
17-8544298,Accounting,Data Scientist,"$68,584",Cincinnati,Ohio,Remote
17-8390461,Accounting,Data Scientist,"$103,717",Toledo,Ohio,Remote
17-4552653,Accounting,Data Scientist,"$73,035",Cleveland,Ohio,Headquarters
17-2486648,Accounting,Data Scientist,"$80,555",Cleveland,Ohio,Headquarters
16-4406094,Accounting,Data Scientist,"$86,515",Cleveland,Ohio,Headquarters
15-4264496,Accounting,Data Scientist,"$60,226",Cleveland,Ohio,Headquarters
15-0760970,Accounting,Data Scientist,"$61,269",Carol Stream,Illinois,Remote
14-8168233,Accounting,Data Scientist,"$88,827",Cleveland,Ohio,Headquarters
14-4038916,Accounting,Data Scientist,"$64,373",Cleveland,Ohio,Headquarters
14-2715375,Accounting,Data Scientist,"$55,270",Cleveland,Ohio,Headquarters
14-1969604,Accounting,Data Scientist,"$89,326",Cleveland,Ohio,Headquarters
14-1900052,Accounting,Data Scientist,"$86,324",Akron,Ohio,Remote
14-1618821,Accounting,Data Scientist,"$102,520",Cleveland,Ohio,Headquarters
13-5457981,Accounting,Data Scientist,"$63,843",Cleveland,Ohio,Headquarters
13-4353240,Accounting,Data Scientist,"$77,021",Cleveland,Ohio,Headquarters
13-4071454,Accounting,Data Scientist,"$98,593",Cleveland,Ohio,Headquarters
13-3161167,Accounting,Data Scientist,"$83,323",Chicago,Illinois,Remote
13-0812035,Accounting,Data Scientist,"$69,603",Cleveland,Ohio,Headquarters
12-6242845,Accounting,Data Scientist,"$59,765",Cleveland,Ohio,Headquarters
12-2150305,Accounting,Data Scientist,"$88,292",Evansville,Indiana,Remote
12-0303791,Accounting,Data Scientist,"$118,415",Cleveland,Ohio,Headquarters
11-7782551,Accounting,Data Scientist,"$75,359",Pittsburgh,Pennsylvania,Remote
11-7662916,Accounting,Data Scientist,"$115,406",Cleveland,Ohio,Headquarters
11-4592071,Accounting,Data Scientist,"$62,174",Philadelphia,Pennsylvania,Remote
11-3789601,Accounting,Data Scientist,"$53,833",Cleveland,Ohio,Headquarters
10-9330719,Accounting,Data Scientist,"$72,156",Harrisburg,Pennsylvania,Remote
10-6704027,Accounting,Data Scientist,"$65,437",Cleveland,Ohio,Headquarters
10-5003339,Accounting,Data Scientist,"$110,682",Cleveland,Ohio,Headquarters
10-3518275,Accounting,Data Scientist,"$82,166",Cleveland,Ohio,Headquarters
10-3160588,Accounting,Data Scientist,"$92,633",Cleveland,Ohio,Headquarters
09-9513352,Accounting,Data Scientist,"$110,137",Mansfield,Ohio,Remote
09-3436324,Accounting,Data Scientist,"$101,403",Evansville,Indiana,Remote
08-9057978,Accounting,Data Scientist,"$86,133",Louisville,Kentucky,Remote
08-7442401,Accounting,Data Scientist,"$87,779",Cleveland,Ohio,Headquarters
08-6949986,Accounting,Data Scientist,"$52,859",Cleveland,Ohio,Headquarters
08-0151847,Accounting,Data Scientist,"$54,449",Cleveland,Ohio,Headquarters
07-4723395,Accounting,Data Scientist,"$64,991",Cleveland,Ohio,Headquarters
07-4385019,Accounting,Data Scientist,"$83,872",Louisville,Kentucky,Remote
07-1559052,Accounting,Data Scientist,"$97,965",Philadelphia,Pennsylvania,Remote
06-6529743,Accounting,Data Scientist,"$50,190",Cleveland,Ohio,Headquarters
06-5915617,Accounting,Data Scientist,"$115,169",Cleveland,Ohio,Headquarters
06-0674219,Accounting,Data Scientist,"$80,395",Cleveland,Ohio,Headquarters
05-6544452,Accounting,Data Scientist,"$111,503",Cleveland,Ohio,Headquarters
05-3723812,Accounting,Data Scientist,"$64,458",Cleveland,Ohio,Headquarters
05-1131631,Accounting,Data Scientist,"$105,574",Cleveland,Ohio,Headquarters
04-7219997,Accounting,Data Scientist,"$52,490",Cleveland,Ohio,Headquarters
04-5660966,Accounting,Data Scientist,"$70,309",Cleveland,Ohio,Headquarters
03-7105916,Accounting,Data Scientist,"$52,829",Cleveland,Ohio,Headquarters
03-3757534,Accounting,Data Scientist,"$79,468",Youngstown,Ohio,Remote
03-1759111,Accounting,Data Scientist,"$65,656",Cleveland,Ohio,Headquarters
03-0397691,Accounting,Data Scientist,"$115,455",Cleveland,Ohio,Headquarters
03-0027869,Accounting,Data Scientist,"$59,271",Pittsburgh,Pennsylvania,Remote
02-9416533,Accounting,Data Scientist,"$71,292",Cleveland,Ohio,Headquarters
01-7681796,Accounting,Data Scientist,"$95,402",Louisville,Kentucky,Remote
01-7283521,Accounting,Data Scientist,"$105,840",Cleveland,Ohio,Headquarters
94-5042073,Auditing,Data Scientist,"$107,911",Cleveland,Ohio,Headquarters
87-5029119,Auditing,Data Scientist,"$50,124",Cleveland,Ohio,Headquarters
43-9543667,Auditing,Data Scientist,"$90,903",Cleveland,Ohio,Headquarters
40-7989682,Auditing,Data Scientist,"$76,481",Cleveland,Ohio,Headquarters
21-6145481,Auditing,Data Scientist,"$66,848",Cleveland,Ohio,Headquarters
13-7323735,Auditing,Data Scientist,"$52,655",Cleveland,Ohio,Remote
98-7819918,Business Development,Data Scientist,"$59,460",Cleveland,Ohio,Headquarters
97-1768799,Business Development,Data Scientist,"$117,400",Green Bay,Wisconsin,Remote
95-8811756,Business Development,Data Scientist,"$72,398",Cleveland,Ohio,Headquarters
95-1775424,Business Development,Data Scientist,"$98,933",Cleveland,Ohio,Headquarters
94-0066018,Business Development,Data Scientist,"$68,856",Cleveland,Ohio,Headquarters
93-9261891,Business Development,Data Scientist,"$102,111",Cleveland,Ohio,Headquarters
93-6394950,Business Development,Data Scientist,"$108,610",Cleveland,Ohio,Headquarters
93-5597764,Business Development,Data Scientist,"$111,974",Cleveland,Ohio,Headquarters
92-9372294,Business Development,Data Scientist,"$66,348",Cleveland,Ohio,Headquarters
91-7358452,Business Development,Data Scientist,"$83,881",Cleveland,Ohio,Headquarters
91-5710234,Business Development,Data Scientist,"$76,604",Cleveland,Ohio,Headquarters
91-2140979,Business Development,Data Scientist,"$91,238",Pittsburgh,Pennsylvania,Remote
89-6473377,Business Development,Data Scientist,"$101,432",Cleveland,Ohio,Headquarters
88-4996568,Business Development,Data Scientist,"$51,006",Cleveland,Ohio,Headquarters
87-7444030,Business Development,Data Scientist,"$82,507",Cleveland,Ohio,Headquarters
87-1635794,Business Development,Data Scientist,"$69,742",Cleveland,Ohio,Headquarters
87-0496142,Business Development,Data Scientist,"$76,035",Cleveland,Ohio,Headquarters
84-4444231,Business Development,Data Scientist,"$65,141",Philadelphia,Pennsylvania,Remote
84-3015354,Business Development,Data Scientist,"$59,026",Rockford,Illinois,Remote
84-0117468,Business Development,Data Scientist,"$69,037",Cleveland,Ohio,Headquarters
83-4659041,Business Development,Data Scientist,"$65,948",Cleveland,Ohio,Headquarters
83-4565360,Business Development,Data Scientist,"$119,063",Cleveland,Ohio,Headquarters
81-2508058,Business Development,Data Scientist,"$101,548",Cleveland,Ohio,Headquarters
80-4312586,Business Development,Data Scientist,"$63,994",Cleveland,Ohio,Headquarters
80-0711265,Business Development,Data Scientist,"$72,028",Cleveland,Ohio,Headquarters
79-6528105,Business Development,Data Scientist,"$94,193",Toledo,Ohio,Remote
79-4146387,Business Development,Data Scientist,"$51,839",Cleveland,Ohio,Headquarters
78-4887202,Business Development,Data Scientist,"$76,531",Cleveland,Ohio,Headquarters
78-1691099,Business Development,Data Scientist,"$97,404",Madison,Wisconsin,Remote
77-6051606,Business Development,Data Scientist,"$92,515",Cleveland,Ohio,Headquarters
77-1744337,Business Development,Data Scientist,"$97,328",Allentown,Pennsylvania,Remote
76-5851111,Business Development,Data Scientist,"$104,057",Cleveland,Ohio,Headquarters
76-5775046,Business Development,Data Scientist,"$57,752",Cleveland,Ohio,Headquarters
76-5298582,Business Development,Data Scientist,"$99,893",Cleveland,Ohio,Headquarters
76-2120623,Business Development,Data Scientist,"$114,754",Cleveland,Ohio,Headquarters
75-5834853,Business Development,Data Scientist,"$74,602",Cleveland,Ohio,Headquarters
75-4427961,Business Development,Data Scientist,"$54,143",Cleveland,Ohio,Headquarters
75-3688247,Business Development,Data Scientist,"$60,457",Cleveland,Ohio,Headquarters
75-1870218,Business Development,Data Scientist,"$101,938",Cleveland,Ohio,Headquarters
74-8637401,Business Development,Data Scientist,"$71,794",Cleveland,Ohio,Headquarters
74-5577792,Business Development,Data Scientist,"$99,611",Cleveland,Ohio,Headquarters
74-2691338,Business Development,Data Scientist,"$54,696",Indianapolis,Indiana,Remote
74-1967281,Business Development,Data Scientist,"$96,375",Madison,Wisconsin,Remote
73-6438267,Business Development,Data Scientist,"$104,439",Cleveland,Ohio,Headquarters
73-1468834,Business Development,Data Scientist,"$113,899",Cleveland,Ohio,Headquarters
72-4101343,Business Development,Data Scientist,"$53,928",Cleveland,Ohio,Headquarters
71-5266016,Business Development,Data Scientist,"$78,102",Cleveland,Ohio,Headquarters
70-9967104,Business Development,Data Scientist,"$51,735",Cleveland,Ohio,Headquarters
70-2014300,Business Development,Data Scientist,"$91,938",Cleveland,Ohio,Headquarters
70-0352716,Business Development,Data Scientist,"$86,201",Cleveland,Ohio,Headquarters
68-5233355,Business Development,Data Scientist,"$114,761",Cleveland,Ohio,Headquarters
67-7283935,Business Development,Data Scientist,"$53,354",Cleveland,Ohio,Headquarters
67-4768834,Business Development,Data Scientist,"$81,084",Cleveland,Ohio,Headquarters
67-1588510,Business Development,Data Scientist,"$65,047",Peoria,Illinois,Remote
66-9728903,Business Development,Data Scientist,"$54,544",Cleveland,Ohio,Headquarters
66-7701143,Business Development,Data Scientist,"$81,369",Madison,Wisconsin,Remote
66-2857499,Business Development,Data Scientist,"$116,622",Cleveland,Ohio,Headquarters
66-1664578,Business Development,Data Scientist,"$92,739",Cleveland,Ohio,Headquarters
65-6328081,Business Development,Data Scientist,"$91,842",Cleveland,Ohio,Headquarters
64-7596713,Business Development,Data Scientist,"$75,308",Cleveland,Ohio,Headquarters
63-7233404,Business Development,Data Scientist,"$104,774",Indianapolis,Indiana,Remote
63-0809455,Business Development,Data Scientist,"$95,445",Cleveland,Ohio,Headquarters
62-1874847,Business Development,Data Scientist,"$75,494",Rockford,Illinois,Remote
61-0016448,Business Development,Data Scientist,"$70,043",Cleveland,Ohio,Headquarters
60-4094598,Business Development,Data Scientist,"$66,608",Cleveland,Ohio,Headquarters
60-2881875,Business Development,Data Scientist,"$73,574",Cleveland,Ohio,Headquarters
60-1843582,Business Development,Data Scientist,"$80,829",Cleveland,Ohio,Headquarters
59-7262935,Business Development,Data Scientist,"$94,622",Cleveland,Ohio,Headquarters
58-8365523,Business Development,Data Scientist,"$110,931",Cleveland,Ohio,Headquarters
58-3339858,Business Development,Data Scientist,"$99,391",Cleveland,Ohio,Headquarters
58-1971555,Business Development,Data Scientist,"$102,988",Cleveland,Ohio,Headquarters
58-1673552,Business Development,Data Scientist,"$74,915",Cleveland,Ohio,Headquarters
57-3495763,Business Development,Data Scientist,"$82,541",Cleveland,Ohio,Headquarters
56-5576373,Business Development,Data Scientist,"$93,140",Cleveland,Ohio,Headquarters
56-5292430,Business Development,Data Scientist,"$103,155",Cleveland,Ohio,Headquarters
54-6265854,Business Development,Data Scientist,"$104,896",Cleveland,Ohio,Headquarters
51-9725189,Business Development,Data Scientist,"$115,889",Cleveland,Ohio,Headquarters
51-6661372,Business Development,Data Scientist,"$114,158",Columbus,Ohio,Remote
51-5686164,Business Development,Data Scientist,"$60,462",Cleveland,Ohio,Headquarters
51-5453733,Business Development,Data Scientist,"$87,691",Cleveland,Ohio,Headquarters
51-1581821,Business Development,Data Scientist,"$75,837",Cleveland,Ohio,Headquarters
51-0165604,Business Development,Data Scientist,"$100,425",Cleveland,Ohio,Headquarters
50-9240144,Business Development,Data Scientist,"$95,788",Cleveland,Ohio,Headquarters
50-8694307,Business Development,Data Scientist,"$96,732",Cleveland,Ohio,Headquarters
50-1052459,Business Development,Data Scientist,"$57,840",Cleveland,Ohio,Headquarters
49-4891378,Business Development,Data Scientist,"$82,021",Cleveland,Ohio,Headquarters
48-4156718,Business Development,Data Scientist,"$108,499",Cleveland,Ohio,Headquarters
48-1301068,Business Development,Data Scientist,"$111,533",Cleveland,Ohio,Headquarters
46-9915210,Business Development,Data Scientist,"$75,769",Cleveland,Ohio,Headquarters
46-8616213,Business Development,Data Scientist,"$55,443",Cleveland,Ohio,Remote
46-1294321,Business Development,Data Scientist,"$64,549",Cleveland,Ohio,Headquarters
44-3580785,Business Development,Data Scientist,"$79,799",Cleveland,Ohio,Headquarters
44-1204714,Business Development,Data Scientist,"$108,971",Cleveland,Ohio,Headquarters
43-9506695,Business Development,Data Scientist,"$111,643",Cleveland,Ohio,Headquarters
43-4653234,Business Development,Data Scientist,"$95,537",Cleveland,Ohio,Headquarters
41-5023381,Business Development,Data Scientist,"$71,190",Cleveland,Ohio,Headquarters
41-1592899,Business Development,Data Scientist,"$114,214",Cleveland,Ohio,Headquarters
41-0764940,Business Development,Data Scientist,"$101,798",Detroit,Michigan,Remote
40-8161886,Business Development,Data Scientist,"$90,051",Cleveland,Ohio,Headquarters
40-7983699,Business Development,Data Scientist,"$89,532",Cleveland,Ohio,Headquarters
38-9680167,Business Development,Data Scientist,"$99,749",Appleton,Wisconsin,Remote
38-4530428,Business Development,Data Scientist,"$58,269",Cleveland,Ohio,Remote
38-2679129,Business Development,Data Scientist,"$66,720",Cleveland,Ohio,Headquarters
37-1394122,Business Development,Data Scientist,"$68,888",Cleveland,Ohio,Headquarters
36-9248291,Business Development,Data Scientist,"$61,108",Cleveland,Ohio,Headquarters
36-6390838,Business Development,Data Scientist,"$108,709",Cleveland,Ohio,Headquarters
35-1035780,Business Development,Data Scientist,"$98,679",Cleveland,Ohio,Headquarters
34-7586034,Business Development,Data Scientist,"$84,099",Cleveland,Ohio,Headquarters
34-0564269,Business Development,Data Scientist,"$117,678",Cleveland,Ohio,Headquarters
33-8641124,Business Development,Data Scientist,"$57,573",Cincinnati,Ohio,Remote
31-7183386,Business Development,Data Scientist,"$86,904",Lafayette,Indiana,Remote
31-4312871,Business Development,Data Scientist,"$106,709",Cleveland,Ohio,Headquarters
31-0444973,Business Development,Data Scientist,"$100,614",Cleveland,Ohio,Headquarters
30-8269024,Business Development,Data Scientist,"$111,093",Fort Wayne,Indiana,Remote
30-5428330,Business Development,Data Scientist,"$68,636",Madison,Wisconsin,Remote
30-5087635,Business Development,Data Scientist,"$50,550",Cleveland,Ohio,Headquarters
27-5121787,Business Development,Data Scientist,"$114,554",Cleveland,Ohio,Headquarters
26-8811715,Business Development,Data Scientist,"$76,033",Lexington,Kentucky,Remote
26-7402449,Business Development,Data Scientist,"$52,091",Cleveland,Ohio,Headquarters
26-4525103,Business Development,Data Scientist,"$94,860",Cincinnati,Ohio,Remote
26-0554846,Business Development,Data Scientist,"$104,796",Cleveland,Ohio,Headquarters
24-8399695,Business Development,Data Scientist,"$64,154",Detroit,Michigan,Remote
23-4761600,Business Development,Data Scientist,"$109,407",Carol Stream,Illinois,Remote
22-4639197,Business Development,Data Scientist,"$113,057",Cleveland,Ohio,Headquarters
22-2179698,Business Development,Data Scientist,"$50,607",Cleveland,Ohio,Headquarters
22-1261159,Business Development,Data Scientist,"$114,511",Toledo,Ohio,Remote
20-7450254,Business Development,Data Scientist,"$64,043",Cleveland,Ohio,Headquarters
19-7484679,Business Development,Data Scientist,"$110,480",Cleveland,Ohio,Headquarters
19-7217914,Business Development,Data Scientist,"$92,899",Cleveland,Ohio,Headquarters
19-4715506,Business Development,Data Scientist,"$94,613",Cleveland,Ohio,Headquarters
19-4009532,Business Development,Data Scientist,"$60,995",Cleveland,Ohio,Headquarters
18-2610826,Business Development,Data Scientist,"$59,722",Cleveland,Ohio,Headquarters
17-6633081,Business Development,Data Scientist,"$105,588",Cleveland,Ohio,Headquarters
17-4983418,Business Development,Data Scientist,"$102,367",Cleveland,Ohio,Headquarters
16-6844527,Business Development,Data Scientist,"$107,694",Cleveland,Ohio,Headquarters
16-3687278,Business Development,Data Scientist,"$73,711",Cleveland,Ohio,Headquarters
15-3965516,Business Development,Data Scientist,"$101,838",Cleveland,Ohio,Headquarters
15-2295495,Business Development,Data Scientist,"$77,958",Cleveland,Ohio,Headquarters
15-1434916,Business Development,Data Scientist,"$99,124",Cleveland,Ohio,Headquarters
14-8867859,Business Development,Data Scientist,"$81,421",Cleveland,Ohio,Headquarters
13-9223678,Business Development,Data Scientist,"$108,755",Cleveland,Ohio,Headquarters
13-5970318,Business Development,Data Scientist,"$88,177",Cleveland,Ohio,Headquarters
12-6011134,Business Development,Data Scientist,"$105,960",Cincinnati,Ohio,Remote
12-1327400,Business Development,Data Scientist,"$84,078",Lexington,Kentucky,Remote
10-7965478,Business Development,Data Scientist,"$101,111",Cleveland,Ohio,Headquarters
10-7706061,Business Development,Data Scientist,"$98,405",Cleveland,Ohio,Headquarters
09-5959285,Business Development,Data Scientist,"$89,934",Cleveland,Ohio,Headquarters
08-9463653,Business Development,Data Scientist,"$95,461",New Castle,Pennsylvania,Remote
08-3743927,Business Development,Data Scientist,"$72,133",Cleveland,Ohio,Headquarters
07-5149267,Business Development,Data Scientist,"$67,424",Dayton,Ohio,Remote
07-4064677,Business Development,Data Scientist,"$119,413",Cleveland,Ohio,Headquarters
07-4058756,Business Development,Data Scientist,"$81,657",Cleveland,Ohio,Headquarters
07-3283732,Business Development,Data Scientist,"$75,241",Cleveland,Ohio,Headquarters
05-9433501,Business Development,Data Scientist,"$90,338",Cleveland,Ohio,Headquarters
05-4193640,Business Development,Data Scientist,"$109,823",Philadelphia,Pennsylvania,Remote
05-0569452,Business Development,Data Scientist,"$98,687",Cleveland,Ohio,Headquarters
04-4671409,Business Development,Data Scientist,"$117,069",Cleveland,Ohio,Headquarters
04-2578689,Business Development,Data Scientist,"$62,663",Columbus,Ohio,Remote
03-6208983,Business Development,Data Scientist,"$112,077",Wilkes Barre,Pennsylvania,Remote
03-4724611,Business Development,Data Scientist,"$86,672",Evansville,Indiana,Remote
02-0213470,Business Development,Data Scientist,"$52,676",Milwaukee,Wisconsin,Remote
01-9822993,Business Development,Data Scientist,"$51,269",Cleveland,Ohio,Headquarters
01-4149921,Business Development,Data Scientist,"$76,597",Reading,Pennsylvania,Remote
01-1531866,Business Development,Data Scientist,"$81,245",Cleveland,Ohio,Headquarters
00-3030708,Business Development,Data Scientist,"$117,832",Cleveland,Ohio,Headquarters
00-2889513,Business Development,Data Scientist,"$94,006",Levittown,Pennsylvania,Remote
00-1735797,Business Development,Data Scientist,"$99,639",Cleveland,Ohio,Headquarters
00-0571075,Business Development,Data Scientist,"$82,155",Cleveland,Ohio,Headquarters
99-9109769,Engineering,Data Scientist,"$105,062",Toledo,Ohio,Remote
99-7827477,Engineering,Data Scientist,"$100,406",Philadelphia,Pennsylvania,Remote
99-6246944,Engineering,Data Scientist,"$75,758",Farmington,Michigan,Remote
99-6143630,Engineering,Data Scientist,"$101,483",Detroit,Michigan,Remote
99-4066635,Engineering,Data Scientist,"$50,690",Cleveland,Ohio,Headquarters
99-3968417,Engineering,Data Scientist,"$105,180",Cleveland,Ohio,Headquarters
99-3658170,Engineering,Data Scientist,"$94,694",Cleveland,Ohio,Headquarters
99-0227247,Engineering,Data Scientist,"$63,047",Cleveland,Ohio,Headquarters
98-9932394,Engineering,Data Scientist,"$62,490",Cleveland,Ohio,Headquarters
98-9414953,Engineering,Data Scientist,"$115,947",Cleveland,Ohio,Headquarters
98-8923796,Engineering,Data Scientist,"$72,887",Cleveland,Ohio,Headquarters
98-8534126,Engineering,Data Scientist,"$53,780",Lafayette,Indiana,Remote
98-7278390,Engineering,Data Scientist,"$56,431",Cleveland,Ohio,Headquarters
98-4580830,Engineering,Data Scientist,"$85,165",Indianapolis,Indiana,Remote
98-1358689,Engineering,Data Scientist,"$76,095",Cleveland,Ohio,Headquarters
98-1008461,Engineering,Data Scientist,"$69,835",Springfield,Illinois,Remote
98-0196615,Engineering,Data Scientist,"$80,979",Indianapolis,Indiana,Remote
97-9631258,Engineering,Data Scientist,"$62,073",Cleveland,Ohio,Headquarters
97-9130919,Engineering,Data Scientist,"$56,191",Cleveland,Ohio,Headquarters
97-8849239,Engineering,Data Scientist,"$118,820",Louisville,Kentucky,Remote
97-7963261,Engineering,Data Scientist,"$72,000",Columbus,Ohio,Remote
